Festival,Year,Track,Title,Brand,Agency,Category,Country,Award,Permalink
El Ojo de Iberoamerica,2025,CONTENIDO,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Eventos y acciones,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,The trial,All* In Action Fund de All* In Action Fund,Klick Health Brasil,Bien publico y mensajes gubernamentales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/the-trial-all-in-action-fund-de-all-in-action-fund-klick-health-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Watch that stain,Andino Ultra de Unacem Peru,Fahrenheit DDB,Marca local y mercado especifico,Peru,Shortlist,/awards/el_ojo/2025/campaigns/watch-that-stain-andino-ultra-de-unacem-peru-fahrenheit-ddb-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Productos y Servicios,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Plataformas audiovisuales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-3/
El Ojo de Iberoamerica,2025,CONTENIDO,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Marca local y mercado especifico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-4/
El Ojo de Iberoamerica,2025,CONTENIDO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Plataformas digitales y sociales,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Influencers & Co-creacion de contenido,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Nuevas realidades y tecnologias emergentes,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-3/
El Ojo de Iberoamerica,2025,CONTENIDO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Experiencia de marca,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-4/
El Ojo de Iberoamerica,2025,CONTENIDO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Marca local y mercado especifico,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-5/
El Ojo de Iberoamerica,2025,CONTENIDO,The cheapest transfers,Bodega Aurrera de Walmart Mexico,TERAN TBWA\ (Mexico),Gaming & E-Sports,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-cheapest-transfers-bodega-aurrera-de-walmart-mexico-teran-tbwa-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Community King,Burger King de Burger King Ecuador,BBA (Ecuador),Plataformas digitales y sociales,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/community-king-burger-king-de-burger-king-ecuador-bba-ecuador-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Don t stop motion,CENABAST de Gobierno de Chile,VML Chile,Experiencia de marca,Chile,Shortlist,/awards/el_ojo/2025/campaigns/don-t-stop-motion-cenabast-de-gobierno-de-chile-vml-chile-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,American cancer story,Change the Ref de Change the Ref,Klick Health Brasil,Bien publico y mensajes gubernamentales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/american-cancer-story-change-the-ref-de-change-the-ref-klick-health-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,GUAC Play,Change the Ref de Change the Ref,Alma DDB,Bien publico y mensajes gubernamentales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/guac-play-change-the-ref-de-change-the-ref-alma-ddb-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,GUAC Play,Change the Ref de Change the Ref,Alma DDB,Eventos y acciones,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/guac-play-change-the-ref-de-change-the-ref-alma-ddb-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,GUAC Play,Change the Ref de Change the Ref,Alma DDB,Experiencia de marca,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/guac-play-change-the-ref-de-change-the-ref-alma-ddb-2025-3/
El Ojo de Iberoamerica,2025,CONTENIDO,GUAC Play,Change the Ref de Change the Ref,Alma DDB,Marca local y mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/guac-play-change-the-ref-de-change-the-ref-alma-ddb-2025-4/
El Ojo de Iberoamerica,2025,CONTENIDO,Anti Murphys law toast,Enterogermina de Opella Brasil,MRM Spain,Productos y Servicios,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/anti-murphys-law-toast-enterogermina-de-opella-brasil-mrm-spain-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Anti Murphys law toast,Enterogermina de Opella Brasil,MRM Spain,Plataformas audiovisuales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/anti-murphys-law-toast-enterogermina-de-opella-brasil-mrm-spain-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami ,Plataformas audiovisuales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-lazo-de-petra-iphone-de-apple-alacmexico-tbwa-media-arts-lab-miami-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami ,Productos y Servicios,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/no-frame-missed-iphone-de-apple-estados-unidos-tbwa-media-arts-lab-miami-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami ,Plataformas audiovisuales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/no-frame-missed-iphone-de-apple-estados-unidos-tbwa-media-arts-lab-miami-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami ,Marca local y mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/no-frame-missed-iphone-de-apple-estados-unidos-tbwa-media-arts-lab-miami-2025-3/
El Ojo de Iberoamerica,2025,CONTENIDO,Cartas de Simone,Itau de Itau Unibanco Brasil,Africa Creative / Atenas.ag,Eventos y acciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/cartas-de-simone-itau-de-itau-unibanco-brasil-africa-creative-atenasag-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Cartas de Simone,Itau de Itau Unibanco Brasil,Africa Creative / Atenas.ag,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/cartas-de-simone-itau-de-itau-unibanco-brasil-africa-creative-atenasag-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,Avatars of hope,MÃ£es da Se de MÃ£es da Se,Druid Creative Gaming Brasil (Brasil),Influencers & Co-creacion de contenido,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/avatars-of-hope-maes-da-se-de-maes-da-se-druid-creative-gaming-brasil-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Avatars of hope,MÃ£es da Se de MÃ£es da Se,Druid Creative Gaming Brasil,Gaming & E-Sports,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/avatars-of-hope-maes-da-se-de-maes-da-se-druid-creative-gaming-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Shaveable island,Manscaped de Manscaped Estados Unidos,Druid Creative Gaming Brasil (Brasil),Gaming & E-Sports,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/shaveable-island-manscaped-de-manscaped-estados-unidos-druid-creative-gaming-brasil-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,McDelivery FM,McDonaldâ€™s de McDonaldâ€™s Paraguay,Oniria\TBWA ,Plataformas de Audio y Sonido,Paraguay,Shortlist,/awards/el_ojo/2025/campaigns/mcdelivery-fm-mcdonaldas-de-mcdonaldas-paraguay-oniriatbwa-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Darkminito,Netflix de Netflix Argentina,Monks (Argentina),Eventos y acciones,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/darkminito-netflix-de-netflix-argentina-monks-argentina-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Bring Korea to the world,Netflix de Netflix Estados Unidos,Founders Agency (Argentina),Eventos y acciones,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/bring-korea-to-the-world-netflix-de-netflix-estados-unidos-founders-agency-argentina-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Me feat. Me,Nosotras de Essity Chile,DDB Chile (Chile),Plataformas de Audio y Sonido,Chile,Shortlist,/awards/el_ojo/2025/campaigns/me-feat-me-nosotras-de-essity-chile-ddb-chile-chile-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Me feat. Me,Nosotras de Essity Chile,DDB Chile (Chile),Contenidos impulsados por la musica,Chile,Shortlist,/awards/el_ojo/2025/campaigns/me-feat-me-nosotras-de-essity-chile-ddb-chile-chile-2025-2/
El Ojo de Iberoamerica,2025,CONTENIDO,Me feat. Me,Nosotras de Essity Chile,DDB Chile,Responsabilidad Social Empresarial (RSE),Chile,Shortlist,/awards/el_ojo/2025/campaigns/me-feat-me-nosotras-de-essity-chile-ddb-chile-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Piecito,NubankPartnerships de Nubank Mexico,Nu Creative Hub (Mexico),Productos y Servicios,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/piecito-nubankpartnerships-de-nubank-mexico-nu-creative-hub-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Responde con barras,Pepsi Black de GEPP Mexico,BBDO Mexico,Contenidos impulsados por la musica,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/responde-con-barras-pepsi-black-de-gepp-mexico-bbdo-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Good shit,PETA de PETA Global,SAMY España,Bien publico y mensajes gubernamentales,España,Shortlist,/awards/el_ojo/2025/campaigns/good-shit-peta-de-peta-global-samy-espana-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,The mind guardian,Samsung de Samsung España,Cheil España,Nuevas realidades y tecnologias emergentes,España,Shortlist,/awards/el_ojo/2025/campaigns/the-mind-guardian-samsung-de-samsung-espana-cheil-espana-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Doom fryer seara,Seara de Seara,Druid Creative Gaming Brasil,Eventos y acciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/doom-fryer-seara-seara-de-seara-druid-creative-gaming-brasil-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Productos y Servicios,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia (Colombia),Experiencia de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-colombia-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Stay tuned stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Plataformas de Audio y Sonido,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/stay-tuned-stay-awake-shell-de-shell-guatemala-ogilvy-guatemala-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,W1ng cod3s,Volaris Airlines de Volaris Airlines,Havas HOY (Mexico),Influencers & Co-creacion de contenido,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/w1ng-cod3s-volaris-airlines-de-volaris-airlines-havas-hoy-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Contenidos impulsados por la musica,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025/
El Ojo de Iberoamerica,2025,CONTENIDO,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Plataformas digitales y sociales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-2/
El Ojo de Iberoamerica,2025,DESIGN,El complemento perfecto,Aceites de Oliva de España de Aceites de Oliva de España,CYW / Acentoenlace,Diseño de producto,España,Shortlist,/awards/el_ojo/2025/campaigns/el-complemento-perfecto-aceites-de-oliva-de-espana-de-aceites-de-oliva-de-espana-cyw-acentoenlace-2025/
El Ojo de Iberoamerica,2025,DESIGN,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy,Packaging,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-alivia-health-de-alivia-health-de-la-cruz-ogilvy-2025/
El Ojo de Iberoamerica,2025,DESIGN,The shooting - Print,Diario La Union de Articulo 19,Grey Mexico,Afiches y publicaciones,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-print-diario-la-union-de-articulo-19-grey-mexico-2025/
El Ojo de Iberoamerica,2025,DESIGN,Breathless billboards,Astrazeneca de Astrazeneca Colombia,Leo,Afiches y publicaciones,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/breathless-billboards-astrazeneca-de-astrazeneca-colombia-leo-2025/
El Ojo de Iberoamerica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Diseño editorial,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/the-shakespeare-bic-bic-cristal-dura-de-bic-vml-brasil-2025/
El Ojo de Iberoamerica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Instalaciones y articulos promocionales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/the-shakespeare-bic-bic-cristal-dura-de-bic-vml-brasil-2025-2/
El Ojo de Iberoamerica,2025,DESIGN,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Diseño de experiencia de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/the-shakespeare-bic-bic-cristal-dura-de-bic-vml-brasil-2025-3/
El Ojo de Iberoamerica,2025,DESIGN,Canja new vis ID,Canja Audio Culture de Canja Audio Culture,TBWA Chiat Day LA,Identidad y construccion de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/canja-new-vis-id-canja-audio-culture-de-canja-audio-culture-tbwa-chiat-day-la-2025/
El Ojo de Iberoamerica,2025,DESIGN,Rompe los patrones,Cartama de N/A,Creamos Agencia,Identidad y construccion de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/rompe-los-patrones-cartama-de-na-creamos-agencia-2025/
El Ojo de Iberoamerica,2025,DESIGN,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Instalaciones y articulos promocionales,Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025/
El Ojo de Iberoamerica,2025,DESIGN,Corona Suntimer,Corona de Cerveceria Ambev Guatemala,el taier DDB Centro,Diseño de producto,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/corona-suntimer-corona-de-cerveceria-ambev-guatemala-el-taier-ddb-centro-2025/
El Ojo de Iberoamerica,2025,DESIGN,Estudiantes es La Plata,Estudiantes de La Plata,TombrasNiña,Identidad y construccion de marca,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/estudiantes-es-la-plata-estudiantes-de-la-plata-tombrasnina-2025/
El Ojo de Iberoamerica,2025,DESIGN,Justice by her type,Grupo de Familias Sobreviviendo al Feminicidio de Grupo de Familias Sobreviviendo al Feminicidio,Garnier BBDO / SHIFT Porter Novelli,Diseño inclusivo,Costa Rica,Shortlist,/awards/el_ojo/2025/campaigns/justice-by-her-type-grupo-de-familias-sobreviviendo-al-feminicidio-de-grupo-de-familias-sobreviviendo-al-feminicidio-gar/
El Ojo de Iberoamerica,2025,DESIGN,Priceless walls,Home Vega de Home Vega,BeFlamingo,Diseño para plataformas sociales,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/priceless-walls-home-vega-de-home-vega-beflamingo-2025/
El Ojo de Iberoamerica,2025,DESIGN,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Diseño editorial,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-de-idomed-instituto-yduqs-artplan-2025/
El Ojo de Iberoamerica,2025,DESIGN,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Diseño inclusivo,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-de-idomed-instituto-yduqs-artplan-2025-2/
El Ojo de Iberoamerica,2025,DESIGN,Bouillon bag,Knorr de Unilever Global,MullenLowe Global,Instalaciones y articulos promocionales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/bouillon-bag-knorr-de-unilever-global-mullenlowe-global-2025/
El Ojo de Iberoamerica,2025,DESIGN,Bouillon bag,Knorr de Unilever Global,MullenLowe Global,Packaging,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/bouillon-bag-knorr-de-unilever-global-mullenlowe-global-2025-2/
El Ojo de Iberoamerica,2025,DESIGN,See through banners,L1 Max de 1190 Sports,Leo Lima,Diseño de experiencia de marca,Peru,Shortlist,/awards/el_ojo/2025/campaigns/see-through-banners-l1-max-de-1190-sports-leo-lima-2025/
El Ojo de Iberoamerica,2025,DESIGN,Maker s Mark,Makerâ€™s Mark de N/A,Publicis Brasil,Afiches y publicaciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/maker-s-mark-makeras-mark-de-na-publicis-brasil-2025/
El Ojo de Iberoamerica,2025,DESIGN,Found in translation,Medalla Light de Compañia Cervecera de Puerto Rico,DDB Latina Puerto Rico,Diseño editorial,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/found-in-translation-medalla-light-de-compania-cervecera-de-puerto-rico-ddb-latina-puerto-rico-2025/
El Ojo de Iberoamerica,2025,DESIGN,Her touch,O Boticario de O Boticario,Almap BBDO,Diseño editorial,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/her-touch-o-boticario-de-o-boticario-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,DESIGN,Allevia pollen passport,Opella de Opella-Allegra,MRM Spain,Diseño de experiencia de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/allevia-pollen-passport-opella-de-opella-allegra-mrm-spain-2025/
El Ojo de Iberoamerica,2025,DESIGN,Sentir los colores,Pilsen de AB InBev Paraguay,Koku,Diseño inclusivo,Paraguay,Shortlist,/awards/el_ojo/2025/campaigns/sentir-los-colores-pilsen-de-ab-inbev-paraguay-koku-2025/
El Ojo de Iberoamerica,2025,DESIGN,Bad luck reverser,Refisal de Brinsa,Name / VML New York,Packaging,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/bad-luck-reverser-refisal-de-brinsa-name-vml-new-york-2025/
El Ojo de Iberoamerica,2025,DESIGN,Impulse,Samsung de Samsung España,Cheil España,Diseño inclusivo,España,Shortlist,/awards/el_ojo/2025/campaigns/impulse-samsung-de-samsung-espana-cheil-espana-2025/
El Ojo de Iberoamerica,2025,DESIGN,Rock & ride,Uber/ Quilmes de Uber Argentina / Cerveceria y Malteria Quilmes,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Diseño de experiencia de marca,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/rock-and-ride-uber-quilmes-de-uber-argentina-cerveceria-y-malteria-quilmes-wiedenkennedy-sao-paulo-wiedenkennedy-2025/
El Ojo de Iberoamerica,2025,DESIGN,Sticky habits,Unicef de Unicef Colombia,Findasense Colombia,Diseño de experiencia de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/sticky-habits-unicef-de-unicef-colombia-findasense-colombia-2025/
El Ojo de Iberoamerica,2025,DESIGN,Un festival de historias,WorldFest Houston de Houston International Film Festival,Lopez Negrete,Afiches y publicaciones,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/un-festival-de-historias-worldfest-houston-de-houston-international-film-festival-lopez-negrete-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy,Marca local,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-alivia-health-de-alivia-health-de-la-cruz-ogilvy-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Marino Uriel. Una leyenda (in)olvidable,Atletico de Madrid / AFEAM ,Havas Creative Spain,Responsabilidad Social Empresarial (RSE),España,Shortlist,/awards/el_ojo/2025/campaigns/marino-uriel-una-leyenda-inolvidable-atletico-de-madrid-afeam-havas-creative-spain-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Uso de plataformas digitales,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-6/
El Ojo de Iberoamerica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Acciones en plataformas sociales y co-creacion de contenido,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-7/
El Ojo de Iberoamerica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Eventos y acciones,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-8/
El Ojo de Iberoamerica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Lanzamiento y activacion de marca,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-9/
El Ojo de Iberoamerica,2025,DIRECTO,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Mercado especifico,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-10/
El Ojo de Iberoamerica,2025,DIRECTO,Pixvertising,Burger King de Burger King Brasil,Almap BBDO,Correo Directo,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/pixvertising-burger-king-de-burger-king-brasil-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Eventos y acciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/abogados-bk-taste-burger-king-de-burger-king-brasil-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Abogados BK Taste,Burger King de Burger King Brasil,Almap BBDO,Lanzamiento y activacion de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/abogados-bk-taste-burger-king-de-burger-king-brasil-almap-bbdo-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Responsabilidad Social Empresarial (RSE),Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Mercado especifico,Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Corona Suntimer,Corona de Cerveceria Ambev Guatemala,el taier DDB Centro,Productos,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/corona-suntimer-corona-de-cerveceria-ambev-guatemala-el-taier-ddb-centro-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Corona Suntimer,Corona de Cerveceria Ambev Guatemala,el taier DDB Centro,Eventos y acciones,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/corona-suntimer-corona-de-cerveceria-ambev-guatemala-el-taier-ddb-centro-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Glowing relief,Farmacias Plaza/ Alivia Health de Farmacias Plaza / Alivia Health,De la Cruz/ Ogilvy,Responsabilidad Social Empresarial (RSE),Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-farmacias-plaza-alivia-health-de-farmacias-plaza-alivia-health-de-la-cruz-ogilvy-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Glowing relief,Farmacias Plaza/ Alivia Health de Farmacias Plaza / Alivia Health,De la Cruz/ Ogilvy,Fidelizacion y/o construccion de marca,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-farmacias-plaza-alivia-health-de-farmacias-plaza-alivia-health-de-la-cruz-ogilvy-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Heladerita Gatorade,Gatorade de PepsiCo Argentina,R/GA Buenos Aires,Acciones con uso de datos,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/heladerita-gatorade-gatorade-de-pepsico-argentina-rga-buenos-aires-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Cheering for the rain,Globoplay/ Movida de Globoplay Brasil / Movida,Artplan,Acciones con uso de datos,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/cheering-for-the-rain-globoplay-movida-de-globoplay-brasil-movida-artplan-2025/
